# average stat prob      surprisal      approx. JS divergence
# total JS divergence: -0.462264804609
0.000085850161    0.201403391326    0.000017290514
0.000035142607    0.143831461301    0.000005054613
0.000001557202    0.232555566578    0.000000362136
0.000129535480    0.158171586882    0.000020488832
0.001113920649    0.048742448589    0.000054295220
0.000000067844    0.077570430472    0.000000005263
0.000000015627    0.097602919779    0.000000001525
0.000257764436    0.075549024602    0.000019473852
0.000037436609    0.094129795107    0.000003523900
0.001082698445    0.200184480576    0.000216739426
0.002068547516    0.031198629000    0.000064535847
0.000104744325    0.187577550738    0.000019647684
0.000109177510    0.096201520460    0.000010503042
0.000329559140    0.039553665320    0.000013035272
0.000000721090    0.122060300233    0.000000088016
0.000068722021    0.159851803522    0.000010985339
0.000000353181    0.016695621521    0.000000005897
0.000145509097    0.097021234777    0.000014117472
0.000000143838    0.046887323279    0.000000006744
0.000022138608    0.099630509949    0.000002205681
0.000616513530    0.074968251133    0.000046218941
0.000000199237    0.073212816992    0.000000014587
0.000000138715    0.122167944663    0.000000016946
0.000026432385    0.056888673858    0.000001503703
0.000000055214    0.086790273490    0.000000004792
0.000000306326    0.048666462768    0.000000014908
0.000000602020    0.174393446064    0.000000104988
0.000016085626    0.089016851073    0.000001431892
0.000108337948    0.029193059408    0.000003162716
0.000015071611    0.031010553831    0.000000467379
0.000151403952    0.177776928858    0.000026916130
0.000013007458    0.138538776779    0.000001802037
0.000000019310    0.202555748778    0.000000003911
0.000361253647    0.087684009335    0.000031676168
0.000375571433    0.131954943633    0.000049558507
0.000001717867    0.096264597124    0.000000165370
0.000006103951    0.033026621152    0.000000201593
0.000001184587    0.061391015513    0.000000072723
0.000712887965    0.134695620145    0.000096022887
0.002270246621    0.049839479555    0.000113147910
0.000315926357    0.152811278235    0.000048277110
0.000818823926    0.163112277838    0.000133560236
0.000002342554    0.030314404241    0.000000071013
0.036252050731    -0.920165629066    -0.033357891066
0.000000221168    0.132589775137    0.000000029325
0.000000956872    0.102356046152    0.000000097942
0.000039500150    0.119151684825    0.000004706509
0.000053952469    0.124419520071    0.000006712740
0.001669349095    0.104272922583    0.000174067909
0.000000084608    0.155096419337    0.000000013122
0.000099595500    0.113222033232    0.000011276405
0.000000664762    0.152886068524    0.000000101633
0.000212287469    0.065386314145    0.000013880695
0.000000994914    0.107937456528    0.000000107388
0.000210808069    0.063285772437    0.000013341152
0.000108202610    0.099230282152    0.000010736976
0.000770456470    0.092133548337    0.000070984888
0.000003109719    0.167817269099    0.000000521865
0.000000041631    0.042051416920    0.000000001751
0.000000463828    0.105638737905    0.000000048998
0.002156172846    0.084037420811    0.000181199205
0.000062504503    0.094223201804    0.000005889374
0.000013990093    0.076725093728    0.000001073391
0.000110155610    0.304484235965    0.000033540647
0.000089470069    0.164131828136    0.000014684886
0.000062762866    0.077225315254    0.000004846882
0.000657064539    0.147587669052    0.000096974624
0.000000018741    0.148553889068    0.000000002784
0.000211392874    0.132255880955    0.000027957951
0.000000085343    0.027366575400    0.000000002336
0.000001566991    0.031013411532    0.000000048598
0.000513875700    0.072764174801    0.000037391741
0.000199351522    0.122728704976    0.000024466154
0.000061842237    0.099141394543    0.000006131126
0.000000007282    0.119171213121    0.000000000868
0.000000001325    0.080600870373    0.000000000107
0.000000037343    0.127041325175    0.000000004744
